datetime,epoch,memory_used,memory_free,gpu_0_memory_used,gpu_0_memory_free,gpu_1_memory_used,gpu_1_memory_free,gpu_2_memory_used,gpu_2_memory_free,gpu_3_memory_used,gpu_3_memory_free,gpu_4_memory_used,gpu_4_memory_free,gpu_5_memory_used,gpu_5_memory_free,gpu_6_memory_used,gpu_6_memory_free,gpu_7_memory_used,gpu_7_memory_free
2022-07-27 05:03:44.127241,0,68651003904,4277305344,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:46.130249,0,68652347392,4276658176,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:48.133631,0,68654239744,4273356800,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:50.138897,0,68651741184,4277256192,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:52.142044,0,68650287104,4278702080,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:54.145304,0,68649013248,4279451648,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:56.148410,0,68647165952,4280623104,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:58.151528,0,68650459136,4278505472,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:00.155074,0,68651331584,4277587968,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:02.159022,0,68759281664,4169666560,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:04.162023,0,68652630016,4275548160,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:06.167886,0,68650360832,4278321152,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:08.171972,0,70251417600,2677506048,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:10.180311,0,68649828352,4278145024,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:12.183338,0,68650430464,4278489088,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:14.186429,0,68652195840,4276711424,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:16.189831,0,68653744128,4275097600,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:18.193735,0,68655214592,4273741824,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:04:20.196853,0,68657029120,4271206400,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,21422.4375,27717.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
